dt,AverageTemperature,AverageTemperatureUncertainty
1876-12-01,16.747,1.064
1877-01-01,16.713,1.56
1877-02-01,17.823,1.469
1877-03-01,23.198,0.452
1877-04-01,25.839,0.833
1877-05-01,28.607,0.669
1877-06-01,29.245,1.741
1877-07-01,27.837,0.652
1877-08-01,27.25,0.724
1877-09-01,26.533,0.592
1877-10-01,23.887,0.649
1877-11-01,21.593,0.995
1877-12-01,18.068,1.901
1878-01-01,16.421,1.197
1878-02-01,20.25,0.816
1878-03-01,24.427,0.606
1878-04-01,27.205,0.66
1878-05-01,28.485,0.356
1878-06-01,30.349,1.178
1878-07-01,27.407,0.705
1878-08-01,26.214,0.689
1878-09-01,26.356,0.599
1878-10-01,24.908,0.487
1878-11-01,20.819,0.849
1878-12-01,16.732,1.047
1879-01-01,16.977,0.562
1879-02-01,19.754,0.768
1879-03-01,23.725,0.484
1879-04-01,28.485,1.019
1879-05-01,30.072,0.864
1879-06-01,28.064,0.83
1879-07-01,26.626,0.957
1879-08-01,25.472,0.525
1879-09-01,25.449,0.57
1879-10-01,23.679,0.827
1879-11-01,18.962,0.455
1879-12-01,15.948,0.97
1880-01-01,16.969,0.882
1880-02-01,18.473,0.517
1880-03-01,25.279,0.75
1880-04-01,28.576,0.427
1880-05-01,29.532,0.789
1880-06-01,28.683,0.565
1880-07-01,26.06,0.566
1880-08-01,26.25,0.526
1880-09-01,25.552,0.564
1880-10-01,24.311,0.665
1880-11-01,19.941,1.777
1880-12-01,16.703,0.749
1881-01-01,16.505,0.627
1881-02-01,20.048,0.717
1881-03-01,22.817,0.546
1881-04-01,27.561,0.4
1881-05-01,29.857,0.383
1881-06-01,28.288,0.755
1881-07-01,26.634,0.347
1881-08-01,25.898,0.405
1881-09-01,25.818,0.376
1881-10-01,24.077,0.26
1881-11-01,19.683,0.522
1881-12-01,16.948,0.748
1882-01-01,17.5,0.909
1882-02-01,18.677,0.517
1882-03-01,24.403,0.421
1882-04-01,27.314,0.428
1882-05-01,28.806,0.597
1882-06-01,27.966,0.378
1882-07-01,25.87,0.513
1882-08-01,25.854,0.48
1882-09-01,25.64,0.321
1882-10-01,23.831,0.202
1882-11-01,19.63,0.88
1882-12-01,17.571,0.41
1883-01-01,16.645,0.48
1883-02-01,18.255,0.836
1883-03-01,23.104,0.667
1883-04-01,27.907,0.374
1883-05-01,29.436,0.5
1883-06-01,28.359,0.398
1883-07-01,26.356,0.563
1883-08-01,26.535,0.348
1883-09-01,25.592,0.261
1883-10-01,23.517,0.34
1883-11-01,19.064,0.373
1883-12-01,15.32,0.748
1884-01-01,16.231,0.527
1884-02-01,18.258,0.583
1884-03-01,24.038,0.558
1884-04-01,27.013,0.621
1884-05-01,29.532,0.492
1884-06-01,28.623,0.453
1884-07-01,26.527,0.383
1884-08-01,25.842,0.403
1884-09-01,25.247,0.471
1884-10-01,22.723,0.559
1884-11-01,18.692,0.504
1884-12-01,16.162,0.788
1885-01-01,16.816,0.718
1885-02-01,17.399,0.546
1885-03-01,23.56,0.497
1885-04-01,26.719,0.389
1885-05-01,28.011,0.481
1885-06-01,28.453,0.416
1885-07-01,26.602,0.342
1885-08-01,25.976,0.446
1885-09-01,25.81,0.509
1885-10-01,24.144,0.598
1885-11-01,20.33,0.666
1885-12-01,16.859,0.983
1886-01-01,16.46,0.691
1886-02-01,18.399,0.872
1886-03-01,23.481,0.423
1886-04-01,27.305,0.265
1886-05-01,29.333,0.507
1886-06-01,28.286,0.277
1886-07-01,26.298,0.369
1886-08-01,25.924,0.3
1886-09-01,26.031,0.382
1886-10-01,24.463,0.72
1886-11-01,20.621,0.552
1886-12-01,17.137,0.964
1887-01-01,16.279,0.934
1887-02-01,18.518,1.014
1887-03-01,23.784,0.66
1887-04-01,27.448,0.469
1887-05-01,30.062,0.605
1887-06-01,28.087,0.412
1887-07-01,25.998,0.578
1887-08-01,25.397,0.437
1887-09-01,25.331,0.537
1887-10-01,23.379,0.439
1887-11-01,19.978,0.736
1887-12-01,16.805,0.673
1888-01-01,15.716,1.105
1888-02-01,18.912,0.943
1888-03-01,24.513,0.765
1888-04-01,27.886,0.796
1888-05-01,29.386,0.457
1888-06-01,29.188,0.658
1888-07-01,26.423,0.441
1888-08-01,25.681,0.442
1888-09-01,25.871,0.443
1888-10-01,23.928,0.609
1888-11-01,20.342,0.545
1888-12-01,16.586,0.777
1889-01-01,17.616,0.508
1889-02-01,19.321,0.567
1889-03-01,24.723,0.577
1889-04-01,28.13,0.631
1889-05-01,30.025,0.331
1889-06-01,28.727,0.286
1889-07-01,26.822,0.301
1889-08-01,26.025,0.366
1889-09-01,26.049,0.574
1889-10-01,23.428,0.245
1889-11-01,19.834,0.709
1889-12-01,17.158,1.056
1890-01-01,17.122,0.578
1890-02-01,19.845,1.011
1890-03-01,23.896,0.863
1890-04-01,27.79,0.785
1890-05-01,29.95,0.869
1890-06-01,28.113,0.406
1890-07-01,25.692,0.293
1890-08-01,25.275,0.371
1890-09-01,25.557,0.506
1890-10-01,23.61,0.359
1890-11-01,20.016,0.512
1890-12-01,17.515,0.634
1891-01-01,16.583,0.741
1891-02-01,18.055,0.515
1891-03-01,22.014,0.257
1891-04-01,27.375,0.265
1891-05-01,29.183,0.34
1891-06-01,29.954,0.363
1891-07-01,27.32,0.261
1891-08-01,26.023,0.239
1891-09-01,25.934,0.483
1891-10-01,23.631,0.286
1891-11-01,20.453,0.542
1891-12-01,17.246,0.476
1892-01-01,17.621,0.563
1892-02-01,19.994,0.359
1892-03-01,24.809,0.784
1892-04-01,29.378,0.44
1892-05-01,30.172,0.575
1892-06-01,28.556,0.395
1892-07-01,26.768,0.362
1892-08-01,25.578,0.376
1892-09-01,25.382,0.298
1892-10-01,23.693,0.292
1892-11-01,19.384,0.681
1892-12-01,16.543,0.737
1893-01-01,15.643,0.559
1893-02-01,16.57,0.613
1893-03-01,21.431,0.549
1893-04-01,27.218,0.419
1893-05-01,28.666,0.368
1893-06-01,27.484,0.524
1893-07-01,25.981,0.395
1893-08-01,25.967,0.288
1893-09-01,25.164,0.277
1893-10-01,23.474,0.389
1893-11-01,20.213,0.532
1893-12-01,16.867,0.6
1894-01-01,16.849,0.615
1894-02-01,19.819,0.538
1894-03-01,23.497,0.655
1894-04-01,27.478,0.345
1894-05-01,30.165,0.246
1894-06-01,28.334,0.171
1894-07-01,26.176,0.197
1894-08-01,25.688,0.531
1894-09-01,25.646,0.376
1894-10-01,23.942,0.259
1894-11-01,19.677,0.559
1894-12-01,17.029,0.573
1895-01-01,16.557,0.539
1895-02-01,19.108,0.341
1895-03-01,23.521,0.365
1895-04-01,26.867,0.407
1895-05-01,30.519,0.382
1895-06-01,28.625,0.328
1895-07-01,26.814,0.314
1895-08-01,25.9,0.391
1895-09-01,26.143,0.286
1895-10-01,23.662,0.308
1895-11-01,21.269,0.405
1895-12-01,16.616,0.458
1896-01-01,16.9,0.31
1896-02-01,19.769,0.412
1896-03-01,24.66,0.449
1896-04-01,28.822,0.463
1896-05-01,30.707,0.257
1896-06-01,28.757,0.26
1896-07-01,27.2,0.229
1896-08-01,26.02,0.438
1896-09-01,26.452,0.409
1896-10-01,24.853,0.392
1896-11-01,21.296,0.41
1896-12-01,17.417,0.445
1897-01-01,17.445,0.764
1897-02-01,19.908,0.296
1897-03-01,23.659,0.41
1897-04-01,27.817,0.585
1897-05-01,30.695,0.446
1897-06-01,29.702,0.462
1897-07-01,27.681,0.277
1897-08-01,26.355,0.376
1897-09-01,26.106,0.404
1897-10-01,24.127,0.561
1897-11-01,20.43,0.635
1897-12-01,16.709,0.391
1898-01-01,16.897,0.856
1898-02-01,18.688,0.521
1898-03-01,23.92,0.456
1898-04-01,28.917,0.46
1898-05-01,30.043,0.448
1898-06-01,29.207,0.39
1898-07-01,26.681,0.37
1898-08-01,26.133,0.413
1898-09-01,25.725,0.159
1898-10-01,24.304,0.213
1898-11-01,20.619,0.495
1898-12-01,17.632,0.641
1899-01-01,15.345,0.622
1899-02-01,19.528,0.475
1899-03-01,24.715,0.466
1899-04-01,27.011,0.481
1899-05-01,29.985,0.394
1899-06-01,28.529,0.47
1899-07-01,26.958,0.393
1899-08-01,27.312,0.295
1899-09-01,26.907,0.413
1899-10-01,24.852,0.301
1899-11-01,20.945,0.292
1899-12-01,17.974,0.446
